29000,36.7211348,-4.4158666
29001,36.7141686,-4.4227103
29002,36.7091025,-4.4323576
29003,36.7004563,-4.4477968
29004,36.6819541,-4.474826
29005,36.7195014,-4.4239965
29006,36.7038675,-4.4645276
29007,36.7166948,-4.4452233
29008,36.7235841,-4.4227103
29009,36.7273803,-4.4291416
29010,36.7226027,-4.467102
29011,36.7386916,-4.4323576
29012,36.7279999,-4.4124219
29013,36.736765,-4.4117789
29014,36.7512225,-4.4207811
29015,36.7203407,-4.419495
29016,36.7250886,-4.4002069
29017,36.7222342,-4.3680755
29018,36.7399531,-4.3616516
29019,36.809775,-4.0593255
29020,36.7978204,-5.1353887
29021,36.6399419,-5.24233
29022,36.6170313,-5.2736679
29023,36.524807,-5.0390536
29024,36.5969146,-5.3024094
29025,36.5982497,-4.5521274
29026,36.8426079,-4.1974627
29027,36.7873441,-4.1641741
29028,36.6984272,-5.2579968
29029,36.5467868,-5.2788926
29030,36.8026274,-4.264103
29031,36.7977973,-4.9454803
29032,37.0474924,-4.8728093
29033,36.8728505,-4.100217
29034,36.855519,-3.9776389
29035,36.9548517,-5.0390536
29036,36.8458651,-4.8209596
29037,36.665105,-5.1588464
29038,36.7569449,-4.6243751
29039,36.894692,-4.4299918
29040,36.7917352,-4.8313257
29041,36.4276924,-5.2893433
29042,36.70739,-4.7898731
29043,36.9048528,-4.3367592
29044,36.8511693,-4.2589738
29045,36.8353807,-3.9368439
29046,36.5945563,-5.4149003
29047,37.2289504,-4.474826
29048,36.8741879,-5.0442567
29049,37.2467141,-4.4284985
29050,36.8308363,-4.2284124
29051,36.4781254,-5.1223608
29052,36.6094715,-5.2005729
29053,36.7908935,-3.8946831
29054,36.5691273,-4.6088854
29055,37.1381435,-4.7484518
29056,36.5121298,-5.3311652
29057,36.5223658,-5.2214477
29058,36.673016,-4.8416936
29059,37.1132505,-4.70189
29060,36.6195749,-5.0911062
29061,36.5821787,-4.9496514
29062,36.7784721,-4.1872178
29063,36.6544729,-5.2788926
29064,36.55045,-5.1953554
29065,36.6253436,-5.170336
29066,36.7666342,-4.2179584
29067,36.721261,-4.4212655
29068,36.3534839,-5.2579968
29069,36.5204948,-4.883185
29070,36.7211348,-4.4158666
29071,36.7651767,-4.2589738
29072,37.1248357,-4.6576095
29073,36.6291087,-4.8624355
29074,36.7353498,-5.2511141
29075,36.7859161,-3.8044831
29076,36.5748213,-4.8728093
29077,36.6644042,-5.0494602
29078,36.7211348,-4.4158666
